Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,1st Road Class & No,Road Surface,Lighting Conditions,Weather Conditions,Local Authority,Vehicle Number,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
6851910,427568,436873,2,05/08/2019,2030,3,A660,1,1,1,E08000035,2,1,1,3,2,29
6852157,421358,445776,1,05/08/2019,2220,3,A659,1,5,1,E08000035,1,9,1,3,1,21
6860470,429284,433491,1,06/08/2019,0845,6,U,1,1,1,E08000035,1,9,3,3,1,37
6861222,419364,446516,2,06/08/2019,1617,6,U,1,1,1,E08000035,1,1,1,3,1,12
6870640,443648,437139,1,07/08/2019,1130,2,A1(M),1,1,1,E08000035,1,9,1,2,2,61
6871155,427653,436656,2,25/07/2019,1735,3,A660,1,1,1,E08000035,2,1,1,3,1,28
6880467,431776,426356,2,08/08/2019,0947,1,M62,1,1,1,E08000035,1,9,1,3,2,19
6880467,431776,426356,2,08/08/2019,0947,1,M62,1,1,1,E08000035,2,9,1,3,1,20
6880544,426397,433971,1,08/08/2019,1030,3,A647,1,1,1,E08000035,1,9,3,3,1,39
6881540,426387,435618,2,08/08/2019,1818,6,U,1,1,1,E08000035,2,5,1,2,1,61
6890314,425904,436250,1,09/08/2019,0625,3,A65,2,1,2,E08000035,1,3,1,2,1,41
6890539,432046,439740,2,09/08/2019,0950,6,U,2,1,2,E08000035,2,9,1,3,1,60
6891280,440504,447298,1,09/08/2019,1614,2,A1(M),1,1,1,E08000035,1,9,1,3,2,25
6891280,440504,447298,1,09/08/2019,1614,2,A1(M),1,1,1,E08000035,1,9,2,3,1,26
68A1357,430930,436028,1,10/08/2019,1740,6,U,2,1,2,E08000035,1,9,3,3,2,47
68A1448,424123,444024,2,10/08/2019,1825,6,U,1,1,1,E08000035,1,19,1,3,1,21
68A1602,428472,433317,3,10/08/2019,1936,3,A647,1,1,1,E08000035,3,9,1,3,1,64
68A1911,436138,435220,3,10/08/2019,2147,3,A6120,1,4,1,E08000035,1,9,2,2,2,17
68B0730,427212,437303,2,11/08/2019,1130,3,A660,1,1,1,E08000035,2,9,1,3,2,24
68B0740,428980,429767,1,11/08/2019,1236,6,U,1,1,1,E08000035,1,9,3,3,1,41
68B1033,429412,431639,3,11/08/2019,1520,6,U,1,1,1,E08000035,2,9,2,3,1,17
68B1524,425936,435568,2,11/08/2019,1730,6,U,1,1,1,E08000035,2,9,1,3,1,39
68C0406,430490,435970,2,12/08/2019,0920,6,U,1,1,1,E08000035,2,1,1,2,1,52
68C1193,431343,434943,2,12/08/2019,1623,6,U,1,1,1,E08000035,2,3,1,3,1,36
68C1375,428419,432512,2,12/08/2019,1630,6,U,2,1,1,E08000035,2,3,1,2,1,49
68C2098,422451,428363,3,12/08/2019,2248,6,U,2,4,1,E08000035,1,9,1,2,2,50
68D0573,430675,432499,2,13/08/2019,1100,6,U,1,1,1,E08000035,1,9,1,3,1,67
68D0573,430675,432499,2,13/08/2019,1100,6,U,1,1,1,E08000035,1,9,2,3,2,74
68D0573,430675,432499,2,13/08/2019,1100,6,U,1,1,1,E08000035,1,9,2,3,1,63
68D1203,432189,432810,1,13/08/2019,1630,6,U,1,1,1,E08000035,1,3,1,2,1,51
68D1281,431424,435629,4,13/08/2019,1710,6,U,1,1,1,E08000035,1,9,1,3,1,21
68E1129,431206,437668,2,14/08/2019,1640,6,U,2,1,1,E08000035,1,11,2,3,2,68
68F0455,430234,433401,1,15/08/2019,1038,6,U,1,1,1,E08000035,1,19,1,3,1,35
68F0455,430234,433401,1,15/08/2019,1038,6,U,1,1,1,E08000035,1,19,2,3,1,35
68F0455,430234,433401,1,15/08/2019,1038,6,U,1,1,1,E08000035,1,19,2,3,1,29
68F0812,434620,441231,2,15/08/2019,1410,6,U,1,1,4,E08000035,2,9,1,3,1,70
68F1342,426988,426455,3,15/08/2019,1800,6,U,1,1,1,E08000035,1,9,1,3,2,31
68F1342,426988,426455,3,15/08/2019,1800,6,U,1,1,1,E08000035,1,9,2,3,2,4
68F1382,429383,433470,1,15/08/2019,1815,6,U,1,1,1,E08000035,1,9,3,2,2,39
68G0081,425548,437562,2,15/08/2019,1935,6,U,1,1,1,E08000035,2,9,1,3,2,26
68G0700,430773,433449,1,18/08/2019,1225,3,A61,2,1,2,E08000035,1,11,3,3,1,51
68G0934,440192,426166,3,16/08/2019,1450,3,A639,2,1,2,E08000035,2,9,1,2,2,35
68G1317,430880,433361,2,16/08/2019,1748,3,A653,2,1,2,E08000035,2,8,1,3,1,40
68G1931,431137,434297,2,16/08/2019,2310,6,U,2,4,1,E08000035,1,9,1,3,1,26
68H0058,432661,438017,2,17/08/2019,0031,6,U,1,4,1,E08000035,1,9,2,3,1,28
68H0488,422947,443102,2,17/08/2019,0835,6,U,2,1,1,E08000035,2,9,1,3,2,24
68I0453,422377,441728,2,18/08/2019,0550,6,U,1,1,1,E08000035,2,9,1,3,1,43
68I0453,422377,441728,2,18/08/2019,0550,6,U,1,1,1,E08000035,2,9,2,3,2,39
68I0453,422377,441728,2,18/08/2019,0550,6,U,1,1,1,E08000035,2,9,2,3,1,10
68I0453,422377,441728,2,18/08/2019,0550,6,U,1,1,1,E08000035,2,9,2,3,2,7
68I0870,431396,429436,2,16/08/2019,2311,6,U,2,7,1,E08000035,2,9,1,3,1,30
68I0949,429316,440221,2,18/08/2019,1815,6,U,1,1,1,E08000035,2,1,1,3,1,38
68I1603,420021,444947,1,18/08/2019,1530,6,U,1,1,1,E08000035,1,9,3,3,2,25
68J0223,442220,434606,1,19/08/2019,0620,4,B1217,1,1,1,E08000035,1,9,2,2,2,22
68J0223,442220,434606,1,19/08/2019,0620,4,B1217,1,1,1,E08000035,1,9,2,3,2,22
68J0493,435850,433766,2,19/08/2019,1015,6,U,1,1,1,E08000035,1,9,1,2,1,89
68J0795,431028,434897,2,07/07/2019,1745,6,U,1,1,1,E08000035,2,1,1,3,1,37
68J0975,424446,433731,1,19/08/2019,1415,6,U,1,1,1,E08000035,1,9,1,3,1,28
68J0975,424446,433731,1,19/08/2019,1415,6,U,1,1,1,E08000035,1,9,2,3,2,20
68J1722,430064,433785,2,19/08/2019,1745,6,U,1,1,1,E08000035,2,1,1,3,1,26
68K0467,440139,426162,3,20/08/2019,0924,3,A639,1,1,1,E08000035,2,9,1,3,2,44
68K1436,434620,441231,2,20/08/2019,1751,6,U,1,1,1,E08000035,1,9,1,2,1,25
68K1436,434620,441231,2,20/08/2019,1751,6,U,1,1,1,E08000035,1,9,2,3,1,20
68K1436,434620,441231,2,20/08/2019,1751,6,U,1,1,1,E08000035,2,9,1,3,1,51
68L0468,425897,426615,2,21/08/2019,0954,6,U,1,1,1,E08000035,1,9,1,3,1,83
68L0468,425897,426615,2,21/08/2019,0954,6,U,1,1,1,E08000035,2,9,2,3,1,11
68L1264,443633,436749,2,21/08/2019,1712,2,A1(M),1,1,1,E08000035,1,9,1,3,1,45
68L1264,443633,436749,2,21/08/2019,1712,2,A1(M),1,1,1,E08000035,2,9,2,3,2,59
68L1423,440441,446650,3,21/08/2019,1756,2,A1(M),1,1,1,E08000035,2,19,1,3,1,29
68L1423,440441,446650,3,21/08/2019,1756,2,A1(M),1,1,1,E08000035,2,19,2,3,1,32
68L1423,440441,446650,3,21/08/2019,1756,2,A1(M),1,1,1,E08000035,2,19,2,3,1,24
68L1479,420447,434296,2,21/08/2019,1816,3,A647,1,1,1,E08000035,1,9,2,3,2,15
68L1548,425778,434409,1,21/08/2019,1855,6,U,1,1,1,E08000035,1,2,3,3,1,14
68L1548,425778,434409,1,21/08/2019,1855,6,U,1,1,1,E08000035,1,2,3,3,2,32
68L1670,428078,431596,1,21/08/2019,1941,6,U,1,1,1,E08000035,1,19,3,3,1,23
68L1749,430068,433810,2,21/08/2019,1730,6,U,1,1,1,E08000035,2,1,1,3,1,24
68M0393,429542,435408,1,22/08/2019,0910,6,U,1,1,1,E08000035,1,19,3,2,1,26
68M1329,442047,443581,2,22/08/2019,1714,2,A1(M),1,1,1,E08000035,1,9,2,3,2,5
68M1329,442047,443581,2,22/08/2019,1714,2,A1(M),1,1,1,E08000035,1,9,2,3,1,34
68M1404,441648,433793,2,22/08/2019,1700,3,A642,1,1,1,E08000035,2,9,1,3,2,29
68M1465,439288,432421,1,22/08/2019,1805,3,A63,1,1,1,E08000035,1,4,1,2,1,54
68M1786,436168,434462,1,21/08/2019,1800,3,A6120,1,1,1,E08000035,1,9,3,3,1,54
68N0397,435901,425848,2,23/08/2019,0915,1,M62,1,1,1,E08000035,1,9,2,3,2,52
68N0424,429680,425690,3,23/08/2019,0935,6,U,1,1,1,E08000035,2,9,1,2,2,69
68N0424,429680,425690,3,23/08/2019,0935,6,U,1,1,1,E08000035,1,9,1,3,2,18
68N0563,441740,434639,3,23/08/2019,1053,1,M1,1,1,1,E08000035,2,9,1,3,1,39
68N0761,432247,426312,2,23/08/2019,1240,4,B6135,1,1,1,E08000035,1,9,1,3,2,58
68N0837,425356,440808,3,23/08/2019,1310,6,U,1,1,1,E08000035,2,9,1,3,2,44
68N0837,425356,440808,3,23/08/2019,1310,6,U,1,1,1,E08000035,1,9,1,3,2,53
68N0956,432572,426025,2,23/08/2019,1400,1,M62,1,1,1,E08000035,2,9,2,3,2,27
68N1499,432134,431059,2,23/08/2019,1741,4,B6481,1,1,1,E08000035,1,90,1,2,1,22
68N1499,432134,431059,2,23/08/2019,1741,4,B6481,1,1,1,E08000035,2,9,1,3,2,32
68N2160,426786,428248,2,23/08/2019,2200,6,U,1,4,1,E08000035,1,9,1,3,2,45
68O0065,442043,437540,2,24/08/2019,0030,6,U,1,6,1,E08000035,2,9,1,3,1,36
68O0885,430240,433914,1,24/08/2019,1200,6,U,1,1,1,E08000035,1,8,3,3,1,2
68O0899,428862,431916,1,24/08/2019,1216,6,U,1,1,1,E08000035,1,9,3,3,1,2
68O2325,440631,446075,2,24/08/2019,0130,2,A1(M),1,7,1,E08000035,1,8,2,3,2,21
68O2325,440631,446075,2,24/08/2019,0130,2,A1(M),1,7,1,E08000035,1,8,2,3,1,23
68P0233,426044,432256,2,25/08/2019,0232,6,U,1,4,1,E08000035,1,9,1,2,1,25
68P0876,434620,441231,2,25/08/2019,1245,6,U,1,1,1,E08000035,1,9,1,2,2,20
68P0876,434620,441231,2,25/08/2019,1245,6,U,1,1,1,E08000035,1,9,2,3,1,21
68P0876,434620,441231,2,25/08/2019,1245,6,U,1,1,1,E08000035,1,9,2,2,2,20
68P0876,434620,441231,2,25/08/2019,1245,6,U,1,1,1,E08000035,2,9,1,3,2,53
68P1537,435555,434799,2,26/08/2019,1740,6,U,1,1,1,E08000035,2,5,1,2,1,47
68P1652,430902,424549,2,25/08/2019,1830,1,M1,1,1,1,E08000035,1,9,1,2,1,79
68P1652,430902,424549,2,25/08/2019,1830,1,M1,1,1,1,E08000035,1,9,2,2,2,80
68P1725,432572,428113,2,25/08/2019,1836,3,A61,1,1,1,E08000035,2,9,2,3,2,65
68P2179,429578,433795,2,25/08/2019,2205,6,U,1,4,1,E08000035,2,1,1,2,1,36
68P2292,429850,433431,1,25/08/2019,2245,6,U,1,4,1,E08000035,1,9,3,3,1,47
68Q1039,436746,437346,2,26/08/2019,1300,3,A64,1,1,1,E08000035,1,9,1,3,2,19
68Q1524,428527,429635,2,26/08/2019,1445,6,U,1,1,1,E08000035,2,9,2,3,2,83
68Q1673,431016,434496,2,26/08/2019,1743,6,U,1,1,1,E08000035,2,1,1,2,1,47
68Q1944,443618,435478,2,26/08/2019,1944,1,M1,1,1,1,E08000035,1,9,1,3,2,45
68R0275,430872,434221,1,27/08/2019,0450,3,A61,1,4,1,E08000035,1,9,3,3,1,21
68R0608,426797,430018,5,27/08/2019,1000,1,M621,1,1,1,E08000035,4,9,1,3,1,32
68R0608,426797,430018,5,27/08/2019,1000,1,M621,1,1,1,E08000035,4,9,2,3,2,27
68R0934,422837,434080,1,31/08/2019,1246,3,A647,1,1,1,E08000035,1,9,2,3,1,20
68R2007,427582,434576,2,27/08/2019,1410,6,U,1,1,1,E08000035,2,9,1,3,1,32
68S0224,429091,428699,2,28/08/2019,0426,6,U,2,4,1,E08000035,1,19,1,3,1,29
68S0224,429091,428699,2,28/08/2019,0426,6,U,2,4,1,E08000035,1,19,2,3,2,40
68S0224,429091,428699,2,28/08/2019,0426,6,U,2,4,1,E08000035,2,19,1,3,1,35
68S0224,429091,428699,2,28/08/2019,0426,6,U,2,4,1,E08000035,2,19,2,3,1,28
68S0541,440404,447686,2,28/08/2019,1030,3,A58,1,1,1,E08000035,2,1,1,2,1,46
68S1138,429515,430284,2,20/08/2019,0530,3,A653,1,1,1,E08000035,1,1,1,2,1,33
68S1355,433180,434010,2,28/08/2019,1528,3,A64,1,1,1,E08000035,2,9,2,3,1,7
68S1357,430388,433387,1,28/08/2019,1505,6,U,2,1,1,E08000035,1,11,2,3,2,44
68T0361,431625,430528,2,29/08/2019,0831,1,M621,1,1,1,E08000035,1,9,1,3,2,44
68T0761,425913,432231,2,29/08/2019,1401,3,A6110,1,1,1,E08000035,2,9,1,3,1,40
68T0761,425913,432231,2,29/08/2019,1401,3,A6110,1,1,1,E08000035,2,9,2,3,1,27
68T0911,436266,434708,1,29/08/2019,1500,6,U,1,1,1,E08000035,1,9,3,3,2,86
68T1064,434621,438144,2,29/08/2019,1540,3,A6120,1,1,1,E08000035,2,9,1,3,2,34
68T1364,427733,433707,2,29/08/2019,0730,3,A647,1,1,1,E08000035,2,1,1,3,1,38
68T1673,428780,433767,2,29/08/2019,1805,3,A65,1,1,1,E08000035,2,1,1,3,1,27
68U0014,434804,428897,2,30/08/2019,0010,6,U,1,4,1,E08000035,1,3,1,2,1,20
68U0381,433605,425845,3,30/08/2019,0800,1,M62,1,1,1,E08000035,1,9,1,3,1,34
68U0381,433605,425845,3,30/08/2019,0800,1,M62,1,1,1,E08000035,2,9,1,3,1,42
68U0381,433605,425845,3,30/08/2019,0800,1,M62,1,1,1,E08000035,3,9,1,3,2,24
68V0278,425080,428026,1,31/08/2019,0354,1,M621,1,4,1,E08000035,1,3,1,1,1,25
6910821,443079,445634,1,31/08/2019,1230,6,U,1,1,1,E08000035,1,9,3,3,2,72
6910858,443667,437187,3,01/09/2019,1320,2,A1(M),1,1,1,E08000035,2,9,1,3,2,24
6920974,420645,441239,2,02/09/2019,1456,6,U,1,1,1,E08000035,1,9,1,3,2,62
6920974,420645,441239,2,02/09/2019,1456,6,U,1,1,1,E08000035,1,9,2,3,2,32
6920988,431528,440087,1,02/09/2019,1504,6,U,1,1,1,E08000035,1,9,2,3,2,3
6921097,427945,436115,2,02/09/2019,1556,3,A660,1,1,1,E08000035,2,1,1,3,1,24
6921849,424283,434980,1,02/09/2019,2045,6,U,1,5,1,E08000035,1,9,3,3,1,57
6931217,434475,430699,2,03/09/2019,1711,1,M1,1,1,1,E08000035,1,9,1,3,2,24
6931217,434475,430699,2,03/09/2019,1711,1,M1,1,1,1,E08000035,1,9,2,3,2,59
6941294,430032,427592,1,04/09/2019,1707,6,U,1,1,1,E08000035,1,9,3,3,2,3
6941611,422043,434384,2,04/09/2019,1230,6,U,1,1,1,E08000035,2,9,1,3,2,29
6941611,422043,434384,2,04/09/2019,1230,6,U,1,1,1,E08000035,2,9,2,3,2,24
6941922,431239,434801,2,04/09/2019,2215,6,U,2,4,1,E08000035,2,4,1,2,1,30
6950300,427235,435201,2,05/09/2019,0825,6,U,1,1,1,E08000035,1,1,1,2,2,52
6950311,442469,442537,4,05/09/2019,0837,2,A1(M),1,1,1,E08000035,3,9,1,3,1,52
6950311,442469,442537,4,05/09/2019,0837,2,A1(M),1,1,1,E08000035,2,9,1,3,1,46
6951112,432009,433875,2,05/09/2019,1615,6,U,1,1,1,E08000035,2,9,1,3,2,42
6951112,432009,433875,2,05/09/2019,1615,6,U,1,1,1,E08000035,2,9,2,3,1,7
6951922,428654,430793,3,05/09/2019,2055,6,U,1,4,1,E08000035,2,9,1,3,1,40
6951922,428654,430793,3,05/09/2019,2055,6,U,1,4,1,E08000035,3,9,1,3,2,35
6962054,430338,433904,1,06/09/2019,2140,6,U,1,4,1,E08000035,1,9,3,3,2,19
6970347,428189,432808,2,07/09/2019,0536,4,B6154,1,1,1,E08000035,2,9,1,3,1,34
6970550,436364,434604,1,07/09/2019,1000,6,U,1,1,1,E08000035,1,11,3,3,1,95
6971447,431021,430558,3,07/09/2019,1750,1,M621,1,1,1,E08000035,2,9,1,3,2,30
6971447,431021,430558,3,07/09/2019,1750,1,M621,1,1,1,E08000035,3,9,1,3,1,25
6971447,431021,430558,3,07/09/2019,1750,1,M621,1,1,1,E08000035,3,9,2,3,1,20
6971447,431021,430558,3,07/09/2019,1750,1,M621,1,1,1,E08000035,3,9,2,3,1,15
6971826,427273,432561,1,07/09/2019,2040,6,U,1,4,1,E08000035,1,9,3,2,1,39
6972057,432338,434973,1,07/09/2019,2130,6,U,1,7,1,E08000035,1,9,3,3,1,40
6980741,424979,427534,3,09/09/2019,1245,3,A650,1,1,1,E08000035,1,9,1,3,1,31
6981076,432161,433604,2,08/09/2019,1552,3,A64,1,1,1,E08000035,1,1,1,3,1,12
6981076,432161,433604,2,08/09/2019,1552,3,A64,1,1,1,E08000035,2,9,1,3,1,44
6981939,429047,434518,2,08/09/2019,2150,6,U,1,4,1,E08000035,1,9,3,2,1,48
6991098,426777,431760,1,09/09/2019,1530,3,A58,2,1,2,E08000035,1,9,3,3,1,11
69A0020,429962,430875,2,10/09/2019,0020,3,A653,2,4,1,E08000035,1,9,2,2,1,24
69A0020,429962,430875,2,10/09/2019,0020,3,A653,2,4,1,E08000035,2,9,1,3,1,19
69A0231,423348,438153,2,10/09/2019,0750,3,A1,1,1,1,E08000035,1,19,1,3,1,35
69A0368,425552,436387,2,10/09/2019,0918,3,A65,1,1,1,E08000035,2,1,1,3,1,32
69A0801,429960,428086,2,10/09/2019,1339,6,U,1,1,1,E08000035,1,5,1,2,1,20
69A0801,429960,428086,2,10/09/2019,1339,6,U,1,1,1,E08000035,1,5,2,2,1,19
69A0801,429960,428086,2,10/09/2019,1339,6,U,1,1,1,E08000035,2,9,1,3,2,31
69A1007,429744,436495,2,10/09/2019,1505,6,U,1,1,1,E08000035,2,19,1,3,1,40
69A1264,427201,433656,2,10/09/2019,1710,3,A647,1,1,1,E08000035,1,3,1,3,1,19
69A1391,427431,432849,2,10/09/2019,1002,6,U,1,1,1,E08000035,2,9,1,3,2,32
69A1458,428804,433315,3,10/09/2019,1827,2,A58(M),1,1,1,E08000035,2,9,1,2,2,28
69B0269,431402,435029,2,11/09/2019,0743,3,A58,2,1,1,E08000035,2,1,1,3,1,20
69B0653,441099,432504,2,11/09/2019,0749,6,U,1,1,1,E08000035,1,1,1,3,1,12
69B0762,431004,430633,2,11/09/2019,1201,6,U,1,1,1,E08000035,2,11,2,3,2,3
69B1508,427192,433522,2,11/09/2019,1815,6,U,1,1,1,E08000035,1,9,1,3,2,62
69B1508,427192,433522,2,11/09/2019,1815,6,U,1,1,1,E08000035,2,9,2,3,1,27
69B1911,427529,432600,2,11/09/2019,2112,6,U,1,4,1,E08000035,2,1,1,3,1,21
69C0515,421777,435335,2,11/09/2019,1230,6,U,1,1,1,E08000035,2,1,1,3,1,29
69C0685,430700,424440,2,12/09/2019,1158,3,A650,1,1,1,E08000035,2,9,1,3,1,55
69C1172,425987,434136,3,12/09/2019,1535,3,A647,1,1,1,E08000035,1,9,1,3,2,27
69C1172,425987,434136,3,12/09/2019,1535,3,A647,1,1,1,E08000035,2,9,1,3,1,24
69C1394,429704,431078,2,12/09/2019,1701,6,U,1,1,1,E08000035,1,9,1,3,1,34
69C1994,427688,436155,1,12/09/2019,2116,6,U,1,4,1,E08000035,1,9,3,2,1,20
69D0352,435301,434819,2,13/09/2019,1045,3,A64,1,1,1,E08000035,1,9,1,3,2,47
69D0352,435301,434819,2,13/09/2019,1045,3,A64,1,1,1,E08000035,2,9,1,3,1,40
69D0575,424300,435338,2,13/09/2019,0835,3,A657,1,1,1,E08000035,2,3,1,2,1,30
69D1277,429369,433755,3,13/09/2019,1215,2,A58(M),1,1,1,E08000035,2,9,1,3,2,54
69D1277,429369,433755,3,13/09/2019,1215,2,A58(M),1,1,1,E08000035,3,9,1,3,2,29
69D2178,429742,430780,2,13/09/2019,2300,6,U,1,4,1,E08000035,1,9,1,2,2,24
69D2178,429742,430780,2,13/09/2019,2300,6,U,1,4,1,E08000035,1,9,2,3,1,69
69D2178,429742,430780,2,13/09/2019,2300,6,U,1,4,1,E08000035,2,9,1,3,1,23
69D2296,433299,434047,1,13/09/2019,2100,3,A64,1,1,1,E08000035,1,11,2,3,2,50
69E0134,429918,433887,2,11/09/2019,1720,6,U,1,1,1,E08000035,2,1,1,3,1,37
69E0604,443561,438096,3,15/09/2019,1106,2,A1(M),1,1,1,E08000035,2,9,1,3,2,70
69E0604,443561,438096,3,15/09/2019,1106,2,A1(M),1,1,1,E08000035,3,9,2,3,2,22
69E1996,421528,433982,2,14/09/2019,2318,3,A647,1,4,1,E08000035,1,9,1,3,1,31
69E1996,421528,433982,2,14/09/2019,2318,3,A647,1,4,1,E08000035,2,9,2,3,2,7
69F0738,420330,445551,2,15/09/2019,1135,3,A659,1,1,1,E08000035,1,1,1,2,2,56
69F1555,433362,425594,1,15/09/2019,1830,3,A61,1,1,1,E08000035,1,3,1,2,1,16
69F2063,437663,444945,1,15/09/2019,2310,3,A58,2,6,1,E08000035,1,9,1,2,2,40
69G0074,430072,433369,1,16/09/2019,0057,6,U,2,4,2,E08000035,1,9,3,3,1,30
69G0441,428555,433367,2,16/09/2019,0937,6,U,1,1,1,E08000035,2,1,1,3,2,32
69G0465,424307,443947,1,16/09/2019,0950,3,A660,1,1,1,E08000035,1,9,1,2,2,68
69G0692,428102,426660,2,16/09/2019,1148,3,A6110,1,1,1,E08000035,2,9,2,3,2,21
69G0975,432178,438852,2,16/09/2019,1350,6,U,1,1,1,E08000035,2,3,1,3,1,39
69G1039,425109,435552,1,16/09/2019,1425,6,U,1,1,1,E08000035,1,9,3,3,1,11
69G1901,428596,427781,2,16/09/2019,1939,3,A653,1,4,1,E08000035,1,9,2,3,1,22
69H0350,430877,434255,2,17/09/2019,0853,3,A61,1,1,1,E08000035,2,1,1,2,1,27
69H0428,430942,435678,2,17/09/2019,0947,6,U,1,1,1,E08000035,2,1,1,3,1,25
69H0599,426860,437747,2,17/09/2019,1119,3,A660,1,1,1,E08000035,1,9,1,3,2,44
69H1307,424126,444006,2,17/09/2019,1634,3,A658,1,1,1,E08000035,1,9,1,3,1,35
69H1307,424126,444006,2,17/09/2019,1634,3,A658,1,1,1,E08000035,1,9,2,3,1,33
69I0280,431970,435823,2,18/09/2019,0759,3,A58,1,1,1,E08000035,1,3,1,2,1,21
69I0538,430436,434915,2,17/09/2019,1400,6,U,1,1,1,E08000035,2,1,1,3,1,40
69I1278,418937,441940,2,18/09/2019,1625,6,U,1,1,1,E08000035,1,9,1,3,2,38
69I1422,430533,434502,2,18/09/2019,1655,3,A58,1,1,1,E08000035,1,5,1,3,1,21
69I1492,432341,426349,2,18/09/2019,1729,1,M1,1,1,1,E08000035,2,9,1,3,1,31
69I2038,428706,432806,2,18/09/2019,2151,6,U,1,4,1,E08000035,2,1,1,2,1,33
69J0100,428390,434070,2,19/09/2019,1000,6,U,1,1,1,E08000035,2,1,1,3,1,19
69J0861,431495,436228,2,17/09/2019,1610,4,B6159,1,1,1,E08000035,2,8,1,3,1,40
69J0953,432772,436856,1,19/09/2019,1439,6,U,1,1,1,E08000035,1,3,3,2,2,86
69J1336,430490,435976,2,19/09/2019,1710,6,U,1,1,1,E08000035,1,9,1,3,1,34
69J1336,430490,435976,2,19/09/2019,1710,6,U,1,1,1,E08000035,2,9,1,3,1,51
69J1526,426326,428159,1,19/09/2019,1820,4,B6126,1,1,1,E08000035,1,8,3,3,1,30
69J1866,418767,446467,2,19/09/2019,1900,6,U,1,1,1,E08000035,2,11,2,3,2,50
69J1941,427279,433073,2,19/09/2019,2105,4,B6154,1,4,1,E08000035,2,1,1,3,1,16
69K0384,430954,435884,1,20/09/2019,0846,6,U,1,1,1,E08000035,1,9,3,2,2,33
69K0853,430798,435342,2,20/09/2019,1315,6,U,1,1,1,E08000035,1,9,1,3,1,40
69K0853,430798,435342,2,20/09/2019,1315,6,U,1,1,1,E08000035,2,9,1,3,1,35
69K0964,426015,428237,1,20/09/2019,1300,6,U,1,1,1,E08000035,1,9,3,3,2,35
69K1189,440556,447694,2,20/09/2019,1534,3,A168,1,1,1,E08000035,2,1,1,2,1,71
69K1395,429240,433846,2,20/09/2019,1415,6,U,1,1,1,E08000035,2,11,2,3,2,27
69K1469,426523,427467,1,13/09/2019,2133,6,U,1,7,1,E08000035,1,9,3,3,2,32
69K1631,432080,438851,2,20/09/2019,1455,6,U,1,1,1,E08000035,2,1,1,3,1,45
69K1791,432996,436046,1,20/09/2019,1725,3,A58,1,1,1,E08000035,1,11,2,3,2,35
69K2059,430230,424102,2,20/09/2019,2134,1,M1,1,6,1,E08000035,2,9,1,3,1,46
69L0510,424384,434459,2,21/09/2019,0915,6,U,1,1,1,E08000035,2,1,1,3,1,32
69L0750,431558,432768,2,21/09/2019,1140,6,U,1,1,1,E08000035,2,9,1,3,2,35
69L0760,425957,438578,3,21/09/2019,1140,6,U,1,1,1,E08000035,1,97,2,2,1,24
69L0852,436469,434064,3,21/09/2019,1235,3,A6210,1,1,1,E08000035,3,8,1,3,1,41
69L0852,436469,434064,3,21/09/2019,1235,3,A6210,1,1,1,E08000035,3,8,2,3,1,40
69L1182,431526,434298,2,21/09/2019,1525,6,U,1,1,1,E08000035,2,3,1,2,1,26
69L1487,436937,435820,2,21/09/2019,1730,6,U,1,1,1,E08000035,2,1,1,2,1,8
69L1758,435903,436428,2,21/09/2019,1938,3,A64,1,1,1,E08000035,2,9,1,3,1,64
69L1889,437036,441712,2,21/09/2019,2048,6,U,1,1,1,E08000035,2,9,1,3,2,76
69L1925,429566,433907,2,21/09/2019,1954,3,A58,1,1,1,E08000035,2,9,1,3,1,22
69L2019,428140,432795,1,21/09/2019,2147,4,B6154,1,4,1,E08000035,1,9,3,3,2,82
69M0366,428097,434515,2,22/09/2019,0553,6,U,1,1,1,E08000035,2,9,1,3,1,48
69M0435,420549,444952,2,22/09/2019,0750,6,U,1,1,1,E08000035,2,1,1,2,2,45
69N0187,429189,431915,2,23/09/2019,0550,6,U,1,4,1,E08000035,1,9,1,3,1,31
69N0482,429457,433776,2,23/09/2019,1000,3,A58,1,1,1,E08000035,1,9,1,3,1,58
69N0973,432183,426112,2,23/09/2019,1420,1,M1,1,1,1,E08000035,1,19,1,2,1,50
69N1475,424003,434399,2,23/09/2019,1735,6,U,2,1,1,E08000035,1,1,1,2,1,29
69N1614,431223,427890,2,23/09/2019,1830,6,U,2,1,1,E08000035,2,9,1,3,1,18
69N1760,431292,435032,2,23/09/2019,1830,3,A58,1,1,1,E08000035,2,1,1,2,1,51
69O0297,431822,436440,2,24/09/2019,0730,6,U,2,1,1,E08000035,2,1,1,3,1,40
69O0540,441202,448876,6,24/09/2019,1100,2,A1(M),5,1,2,E08000035,1,9,1,3,2,24
69O0540,441202,448876,6,24/09/2019,1100,2,A1(M),5,1,2,E08000035,2,21,2,3,2,24
69O1268,428156,435824,1,24/09/2019,1655,3,A660,2,1,2,E08000035,1,9,3,3,2,19
69O1290,428782,433795,2,24/09/2019,1645,3,A65,1,1,1,E08000035,2,1,1,3,2,32
69O1371,442230,434700,5,24/09/2019,1748,4,B1217,2,1,2,E08000035,2,9,1,3,1,23
69O1371,442230,434700,5,24/09/2019,1748,4,B1217,2,1,2,E08000035,3,9,1,3,2,40
