Accident Fields_Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,1st Road Class & No,Road Surface,Lighting Conditions,Weather Conditions,Local Authority,Vehicle Fields_Reference Number,Vehicle Number,Type of Vehicle,Casualty Fields_Reference Number,Casualty Veh No,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
5230684,425116,432412,2,03/02/2018,1145,6,U,2,1,1,E08000035,5230684,2,19,5230684,2,1,3,1,28
5230684,425116,432412,2,03/02/2018,1145,6,U,2,1,1,E08000035,5230684,2,19,5230684,2,2,3,1,30
5230700,425465,426996,2,03/02/2018,1150,3,A650,2,1,2,E08000035,5230700,1,9,5230700,1,2,3,2,77
5230700,425465,426996,2,03/02/2018,1150,3,A650,2,1,2,E08000035,5230700,1,9,5230700,1,2,3,2,75
5230700,425465,426996,2,03/02/2018,1150,3,A650,2,1,2,E08000035,5230700,1,9,5230700,1,1,3,1,77
5230952,419469,441649,1,03/02/2018,1400,3,A65,2,1,2,E08000035,5230952,1,9,5230952,1,3,2,1,74
5231758,432630,434928,2,03/02/2018,2146,6,U,2,4,1,E08000035,5231758,2,9,5231758,2,1,3,1,37
5231836,431349,435062,1,03/02/2018,2231,6,U,1,4,1,E08000035,5231836,1,9,5231836,1,3,3,1,34
5240945,432285,433647,2,04/02/2018,0435,3,A64,1,4,1,E08000035,5240945,2,8,5240945,2,2,3,2,17
5240945,432285,433647,2,04/02/2018,0435,3,A64,1,4,1,E08000035,5240945,2,8,5240945,2,2,3,2,17
5240945,432285,433647,2,04/02/2018,0435,3,A64,1,4,1,E08000035,5240945,2,8,5240945,2,2,3,1,21
5241389,433108,436129,2,04/02/2018,1735,3,A58,1,4,1,E08000035,5241389,2,9,5241389,2,2,3,1,3
5241389,433108,436129,2,04/02/2018,1735,3,A58,1,4,1,E08000035,5241389,2,9,5241389,2,2,3,2,36
5241529,429003,433568,2,04/02/2018,1850,3,A58,1,4,1,E08000035,5241529,1,9,5241529,1,1,3,1,41
5241529,429003,433568,2,04/02/2018,1850,3,A58,1,4,1,E08000035,5241529,1,9,5241529,1,2,3,2,38
5241529,429003,433568,2,04/02/2018,1850,3,A58,1,4,1,E08000035,5241529,2,9,5241529,2,1,3,2,35
5241545,429359,436837,1,04/02/2018,1900,6,U,1,4,1,E08000035,5241545,1,9,5241545,1,2,3,2,10
5241812,429139,435246,2,04/02/2018,2120,6,U,1,4,1,E08000035,5241812,1,3,5241812,1,1,3,1,57
5250960,429061,434626,2,05/02/2018,1315,6,U,1,1,1,E08000035,5250960,2,9,5250960,2,1,3,1,20
5251184,428055,433750,2,05/02/2018,1512,6,U,1,1,1,E08000035,5251184,1,9,5251184,1,1,3,1,68
5251712,440564,431683,2,05/02/2018,1900,6,U,1,4,1,E08000035,5251712,1,9,5251712,1,1,3,1,30
5251712,440564,431683,2,05/02/2018,1900,6,U,1,4,1,E08000035,5251712,2,9,5251712,2,1,3,1,29
5251726,430246,433406,1,05/02/2018,1806,6,U,1,4,1,E08000035,5251726,1,11,5251726,1,3,3,2,27
5252158,429795,433790,1,05/02/2018,2315,6,U,1,4,1,E08000035,5252158,1,9,5252158,1,3,3,1,22
5261209,431517,426444,2,06/02/2018,1620,1,M62,1,1,1,E08000035,5261209,2,9,5261209,2,1,3,2,45
5261603,430604,434156,1,06/02/2018,1930,6,U,2,4,1,E08000035,5261603,1,11,5261603,1,3,2,1,27
5270223,428743,433249,1,07/02/2018,0725,3,A58,1,7,1,E08000035,5270223,1,9,5270223,1,1,3,1,32
5270434,431007,430557,2,07/02/2018,0947,1,M621,1,1,1,E08000035,5270434,2,19,5270434,2,1,3,1,54
5270548,427803,431236,3,07/02/2018,1048,1,M621,1,1,1,E08000035,5270548,2,21,5270548,2,2,3,1,42
5270548,427803,431236,3,07/02/2018,1048,1,M621,1,1,1,E08000035,5270548,2,21,5270548,2,2,3,1,61
5270548,427803,431236,3,07/02/2018,1048,1,M621,1,1,1,E08000035,5270548,2,21,5270548,2,1,3,1,46
5271687,429190,431919,2,07/02/2018,1955,6,U,1,4,1,E08000035,5271687,1,8,5271687,1,1,3,1,52
5271687,429190,431919,2,07/02/2018,1955,6,U,1,4,1,E08000035,5271687,2,9,5271687,2,1,3,1,40
5271913,425453,435035,1,07/02/2018,1730,6,U,1,4,1,E08000035,5271913,1,8,5271913,1,2,3,2,41
5271995,441757,427852,1,07/02/2018,2305,6,U,4,4,1,E08000035,5271995,1,9,5271995,1,1,3,1,27
5281420,427899,433646,1,08/02/2018,1805,6,U,1,7,1,E08000035,5281420,1,9,5281420,1,3,3,2,21
5281685,423695,428036,2,08/02/2018,2030,1,M62,2,4,1,E08000035,5281685,2,9,5281685,2,1,3,1,22
5290494,431182,438729,2,03/02/2018,1330,6,U,1,1,1,E08000035,5290494,2,9,5290494,2,1,3,1,64
5291212,429124,433550,1,09/02/2018,1415,6,U,1,1,1,E08000035,5291212,1,11,5291212,1,2,3,2,55
52A1309,427978,430277,2,10/02/2018,1651,3,A6110,2,4,1,E08000035,52A1309,1,2,52A1309,1,1,3,2,53
52A1399,430699,434878,3,10/02/2018,1724,3,A61,1,4,1,E08000035,52A1399,3,9,52A1399,3,1,3,2,30
52A1718,427618,434516,2,10/02/2018,2009,3,A65,2,4,2,E08000035,52A1718,1,4,52A1718,1,1,3,1,28
52A1718,427618,434516,2,10/02/2018,2009,3,A65,2,4,2,E08000035,52A1718,1,4,52A1718,1,2,2,1,20
52B1046,431302,433880,1,11/02/2018,1350,6,U,1,1,1,E08000035,52B1046,1,11,52B1046,1,2,3,1,6
52B1166,433259,432729,1,11/02/2018,1400,6,U,1,1,1,E08000035,52B1166,1,11,52B1166,1,2,3,2,55
52C0465,444201,433468,2,12/02/2018,1000,5,C,1,1,1,E08000035,52C0465,2,9,52C0465,2,1,3,2,64
52C1095,430711,424426,2,12/02/2018,1525,3,A650,1,1,1,E08000035,52C1095,2,9,52C1095,2,1,3,2,26
52C1430,431950,435798,2,12/02/2018,1020,3,A58,1,1,1,E08000035,52C1430,2,11,52C1430,2,2,3,2,55
52C1430,431950,435798,2,12/02/2018,1020,3,A58,1,1,1,E08000035,52C1430,2,11,52C1430,2,2,3,1,6
52C1751,430070,433830,2,12/02/2018,0750,6,U,1,1,1,E08000035,52C1751,2,1,52C1751,2,1,3,1,34
52C1982,432552,434328,2,12/02/2018,2215,6,U,1,4,1,E08000035,52C1982,2,9,52C1982,2,1,3,1,47
52D0357,431269,433826,1,12/02/2018,1720,6,U,1,4,1,E08000035,52D0357,1,4,52D0357,1,3,3,1,59
52D0371,428113,432785,2,13/02/2018,0913,6,U,2,1,2,E08000035,52D0371,2,9,52D0371,2,1,3,1,25
52D0581,431427,432651,2,13/02/2018,1131,6,U,2,1,2,E08000035,52D0581,1,9,52D0581,1,1,3,1,21
52D0890,430040,434049,1,13/02/2018,1425,3,A660,2,1,1,E08000035,52D0890,1,11,52D0890,1,2,3,1,69
52E0249,424278,428910,2,14/02/2018,0740,6,U,1,1,2,E08000035,52E0249,1,9,52E0249,1,1,3,2,32
52E0249,424278,428910,2,14/02/2018,0740,6,U,1,1,2,E08000035,52E0249,2,9,52E0249,2,1,3,2,23
52E0458,433065,426415,3,14/02/2018,1015,3,A61,2,1,1,E08000035,52E0458,1,9,52E0458,1,1,3,1,71
52E0458,433065,426415,3,14/02/2018,1015,3,A61,2,1,1,E08000035,52E0458,2,9,52E0458,2,2,3,1,36
52E0458,433065,426415,3,14/02/2018,1015,3,A61,2,1,1,E08000035,52E0458,2,9,52E0458,2,1,3,2,25
52E1341,428139,435851,2,14/02/2018,1730,3,A660,2,4,1,E08000035,52E1341,2,1,52E1341,2,1,3,1,54
52E1362,432430,426102,3,14/02/2018,1804,1,M62,2,4,2,E08000035,52E1362,1,9,52E1362,1,1,2,1,67
52E1501,429183,430908,1,14/02/2018,1912,6,U,2,4,1,E08000035,52E1501,1,9,52E1501,1,3,3,1,31
52F0138,426316,433620,1,15/02/2018,0219,6,U,1,4,1,E08000035,52F0138,1,9,52F0138,1,3,3,1,28
52F0953,424129,430427,2,17/02/2018,1630,3,A58,2,1,1,E08000035,52F0953,2,9,52F0953,2,1,3,2,74
52G0403,429320,436294,2,16/02/2018,0900,6,U,2,1,1,E08000035,52G0403,2,9,52G0403,2,2,2,2,65
52G0633,418260,442433,2,16/02/2018,1115,3,A65,2,1,1,E08000035,52G0633,1,9,52G0633,1,1,3,1,81
52G0633,418260,442433,2,16/02/2018,1115,3,A65,2,1,1,E08000035,52G0633,2,9,52G0633,2,1,3,1,70
52G0993,432129,435329,2,16/02/2018,1430,6,U,1,1,1,E08000035,52G0993,2,9,52G0993,2,2,3,2,32
52G0993,432129,435329,2,16/02/2018,1430,6,U,1,1,1,E08000035,52G0993,2,9,52G0993,2,1,3,1,32
52G1425,430837,433300,2,16/02/2018,1730,6,U,1,7,1,E08000035,52G1425,2,9,52G1425,2,1,3,1,46
52G1725,432758,429212,3,16/02/2018,1950,6,U,1,7,1,E08000035,52G1725,2,8,52G1725,2,2,3,2,17
52G1735,426551,438688,1,16/02/2018,1954,6,U,2,4,1,E08000035,52G1735,1,9,52G1735,1,3,1,2,84
52G2053,431884,435126,1,16/02/2018,2234,6,U,1,4,1,E08000035,52G2053,1,9,52G2053,1,3,2,1,45
52H0042,429186,435465,2,17/02/2018,0015,6,U,2,4,1,E08000035,52H0042,2,8,52H0042,2,1,3,1,38
52H1452,431620,426338,2,17/02/2018,1805,6,U,1,4,1,E08000035,52H1452,1,9,52H1452,1,1,3,2,29
52I0723,431512,440587,2,18/02/2018,1130,6,U,1,1,1,E08000035,52I0723,1,1,52I0723,1,1,2,1,45
52I0795,431005,430543,2,18/02/2018,1218,6,U,2,1,1,E08000035,52I0795,1,9,52I0795,1,1,3,2,75
52I0795,431005,430543,2,18/02/2018,1218,6,U,2,1,1,E08000035,52I0795,2,19,52I0795,2,2,3,2,55
52I1158,432699,434508,2,18/02/2018,1519,4,B6159,1,1,1,E08000035,52I1158,2,9,52I1158,2,1,3,1,47
52I1416,428011,435414,2,18/02/2018,1650,6,U,1,7,1,E08000035,52I1416,2,1,52I1416,2,1,3,2,33
52I1529,433221,441562,2,18/02/2018,1825,6,U,2,6,2,E08000035,52I1529,2,9,52I1529,2,2,3,1,5
52I1529,433221,441562,2,18/02/2018,1825,6,U,2,6,2,E08000035,52I1529,2,9,52I1529,2,1,3,2,42
52I1722,443621,435554,3,17/02/2018,1020,2,A1(M),1,1,1,E08000035,52I1722,2,19,52I1722,2,1,3,1,51
52J0539,428935,433426,4,19/02/2018,1100,3,A58,1,1,1,E08000035,52J0539,2,9,52J0539,2,1,3,2,25
52J1728,432297,436292,2,19/02/2018,0830,6,U,1,1,1,E08000035,52J1728,1,1,52J1728,1,1,3,2,32
52K0466,430205,433553,1,20/02/2018,1010,6,U,1,1,1,E08000035,52K0466,1,9,52K0466,1,3,3,1,54
52K0633,430699,434881,3,20/02/2018,1155,3,A61,1,1,1,E08000035,52K0633,1,9,52K0633,1,2,3,1,36
52K0633,430699,434881,3,20/02/2018,1155,3,A61,1,1,1,E08000035,52K0633,2,9,52K0633,2,1,3,1,30
52K0633,430699,434881,3,20/02/2018,1155,3,A61,1,1,1,E08000035,52K0633,2,9,52K0633,2,2,3,1,78
52K0817,431929,445237,1,20/02/2018,1327,6,U,2,1,1,E08000035,52K0817,1,9,52K0817,1,1,3,1,81
52K1668,426962,433382,1,20/02/2018,1955,6,U,2,4,2,E08000035,52K1668,1,9,52K1668,1,3,3,1,16
52K1987,428128,434712,1,20/02/2018,2250,6,U,1,4,1,E08000035,52K1987,1,9,52K1987,1,3,3,2,19
52L0839,414747,442826,2,21/02/2018,1325,6,U,1,1,1,E08000035,52L0839,1,9,52L0839,1,1,3,1,42
52L1021,420690,440978,1,21/02/2018,1500,6,U,1,1,1,E08000035,52L1021,1,9,52L1021,1,3,3,1,67
52L1071,427298,433770,1,21/02/2018,1515,6,U,1,1,1,E08000035,52L1071,1,9,52L1071,1,3,3,2,27
52L1151,425976,434657,1,21/02/2018,1556,6,U,1,1,1,E08000035,52L1151,1,9,52L1151,1,3,3,1,32
52L1510,431435,431610,2,21/02/2018,1830,3,A639,2,4,1,E08000035,52L1510,1,9,52L1510,1,2,3,1,9
52M0287,436925,433641,3,22/02/2018,0808,3,A63,1,1,1,E08000035,52M0287,1,9,52M0287,1,1,3,2,34
52M0493,428664,437012,2,21/02/2018,0700,4,B6157,1,7,1,E08000035,52M0493,1,1,52M0493,1,1,3,1,34
52M0724,428432,435004,2,22/02/2018,1245,6,U,1,1,1,E08000035,52M0724,1,9,52M0724,1,1,3,2,21
52M0724,428432,435004,2,22/02/2018,1245,6,U,1,1,1,E08000035,52M0724,1,9,52M0724,1,2,3,1,23
52M1614,436214,436844,2,22/02/2018,1954,3,A64,1,4,1,E08000035,52M1614,2,9,52M1614,2,1,3,1,48
52M1828,427980,436048,2,22/02/2018,2130,3,A660,1,4,1,E08000035,52M1828,2,1,52M1828,2,1,3,1,24
52N0337,420485,440307,1,23/02/2018,0830,3,A65,1,1,1,E08000035,52N0337,1,9,52N0337,1,3,3,1,50
52N0338,422293,436835,2,23/02/2018,0830,3,A6120,4,1,1,E08000035,52N0338,2,9,52N0338,2,1,3,1,49
52N0590,430099,431521,2,23/02/2018,1122,3,A653,1,1,1,E08000035,52N0590,2,1,52N0590,2,1,3,1,50
52N0790,428397,429061,1,24/02/2018,1328,3,A6110,1,1,1,E08000035,52N0790,1,9,52N0790,1,1,2,1,58
52N1199,430420,433807,2,23/02/2018,1400,6,U,1,1,1,E08000035,52N1199,1,11,52N1199,1,2,2,2,75
52N1702,425030,433179,2,23/02/2018,2010,6,U,1,4,1,E08000035,52N1702,1,9,52N1702,1,1,3,1,22
52N1754,427541,436167,2,23/02/2018,1600,6,U,1,1,1,E08000035,52N1754,2,1,52N1754,2,1,2,2,25
52N1934,427613,441658,1,23/02/2018,2255,6,U,1,6,1,E08000035,52N1934,1,9,52N1934,1,1,3,1,28
52N2004,427915,435312,2,23/02/2018,2325,6,U,1,4,1,E08000035,52N2004,2,8,52N2004,2,1,3,1,41
52O0005,419422,443129,1,24/02/2018,0005,6,U,1,7,1,E08000035,52O0005,1,9,52O0005,1,2,3,1,17
52O0005,419422,443129,1,24/02/2018,0005,6,U,1,7,1,E08000035,52O0005,1,9,52O0005,1,2,3,1,17
52O0005,419422,443129,1,24/02/2018,0005,6,U,1,7,1,E08000035,52O0005,1,9,52O0005,1,2,3,1,17
52O1293,427887,430959,1,24/02/2018,1651,3,A643,1,1,1,E08000035,52O1293,1,9,52O1293,1,3,2,1,53
52P0959,432532,443146,1,25/02/2018,1434,3,A61,1,1,1,E08000035,52P0959,1,9,52P0959,1,3,1,2,89
52Q1077,433105,432725,2,26/02/2018,1505,6,U,1,1,3,E08000035,52Q1077,1,9,52Q1077,1,1,3,1,49
52R0151,421084,434200,1,27/02/2018,0352,3,A647,3,4,3,E08000035,52R0151,1,9,52R0151,1,1,2,1,36
52R0502,427341,437182,1,27/02/2018,1035,3,A660,2,1,1,E08000035,52R0502,1,9,52R0502,1,3,3,2,17
52S0393,425214,426682,2,01/03/2018,0930,1,M62,3,1,3,E08000035,52S0393,2,9,52S0393,2,1,3,1,54
52S0393,425214,426682,2,01/03/2018,0930,1,M62,3,1,3,E08000035,52S0393,2,9,52S0393,2,2,3,2,53
52S0700,436796,428236,1,28/02/2018,1215,6,U,3,1,6,E08000035,52S0700,1,9,52S0700,1,2,3,2,46
52S0700,436796,428236,1,28/02/2018,1215,6,U,3,1,6,E08000035,52S0700,1,9,52S0700,1,2,3,2,24
52S1634,430366,432242,1,28/02/2018,1829,6,U,3,4,3,E08000035,52S1634,1,9,52S1634,1,2,3,2,17
52S1650,430866,428552,1,28/02/2018,1830,6,U,3,4,3,E08000035,52S1650,1,9,52S1650,1,3,3,1,29
5311326,422874,434819,1,01/03/2018,1705,6,U,1,7,1,E08000035,5311326,1,9,5311326,1,3,3,2,15
5321014,441087,434591,1,02/03/2018,1605,1,M1,2,1,4,E08000035,5321014,1,9,5321014,1,1,2,1,40
5321560,427844,435959,2,02/03/2018,2015,6,U,3,4,1,E08000035,5321560,2,9,5321560,2,1,3,1,42
5321651,428621,432870,2,02/03/2018,2104,3,A643,3,4,3,E08000035,5321651,1,9,5321651,1,1,3,2,23
5330782,427861,436179,2,03/03/2018,1240,4,B6157,1,1,1,E08000035,5330782,2,1,5330782,2,1,3,1,21
5331118,432516,438025,2,03/03/2018,1602,6,U,1,1,1,E08000035,5331118,1,9,5331118,1,1,3,1,37
5331745,427125,439903,2,03/03/2018,2145,6,U,2,7,4,E08000035,5331745,1,9,5331745,1,1,3,1,37
5331745,427125,439903,2,03/03/2018,2145,6,U,2,7,4,E08000035,5331745,1,9,5331745,1,2,3,1,4
5340882,434171,445051,2,04/03/2018,1405,3,A659,2,1,7,E08000035,5340882,1,9,5340882,1,1,3,1,70
5340882,434171,445051,2,04/03/2018,1405,3,A659,2,1,7,E08000035,5340882,1,9,5340882,1,2,1,2,69
5360287,434874,431312,2,06/03/2018,0740,3,A63,2,1,1,E08000035,5360287,2,3,5360287,2,1,3,1,36
5360401,431442,434895,1,06/03/2018,0850,6,U,1,1,1,E08000035,5360401,1,9,5360401,1,3,3,1,6
5360430,417932,443181,2,06/03/2018,0908,3,A65,2,1,1,E08000035,5360430,2,1,5360430,2,1,2,1,69
5360888,420292,445366,1,06/03/2018,1320,6,U,2,1,1,E08000035,5360888,1,9,5360888,1,3,1,2,75
5360985,430691,431911,3,06/03/2018,1405,3,A61,2,1,1,E08000035,5360985,1,9,5360985,1,2,3,1,18
5361667,427872,431314,2,06/03/2018,1858,1,M621,1,4,1,E08000035,5361667,1,9,5361667,1,1,3,1,36
5361667,427872,431314,2,06/03/2018,1858,1,M621,1,4,1,E08000035,5361667,2,9,5361667,2,1,3,1,40
5361857,426005,428231,1,06/03/2018,1600,4,B6126,1,1,1,E08000035,5361857,1,11,5361857,1,2,3,2,60
5370745,427499,431339,2,07/03/2018,1200,3,A62,1,1,1,E08000035,5370745,2,11,5370745,2,2,3,2,30
5371093,426365,437829,1,07/03/2018,1454,6,U,1,1,1,E08000035,5371093,1,9,5371093,1,3,3,2,12
5371464,418976,442084,2,08/03/2018,1723,3,A65,1,7,1,E08000035,5371464,2,1,5371464,2,1,3,1,37
5372047,431236,429806,1,07/03/2018,2147,6,U,1,4,1,E08000035,5372047,1,9,5372047,1,3,3,1,78
5380230,426378,426747,1,08/03/2018,0610,3,A650,3,4,3,E08000035,5380230,1,19,5380230,1,3,2,1,28
5380339,432223,436395,1,08/03/2018,0715,6,U,3,7,3,E08000035,5380339,1,9,5380339,1,3,3,1,51
5380766,425094,434309,2,08/03/2018,1100,3,A647,1,1,1,E08000035,5380766,2,9,5380766,2,2,3,2,30
5380766,425094,434309,2,08/03/2018,1100,3,A647,1,1,1,E08000035,5380766,2,9,5380766,2,1,3,1,57
5381175,440670,429117,1,08/03/2018,1501,6,U,1,1,1,E08000035,5381175,1,2,5381175,1,1,2,1,16
5381477,431615,437682,2,08/03/2018,1530,6,U,1,1,1,E08000035,5381477,2,9,5381477,2,1,3,2,47
5381518,442208,434639,2,08/03/2018,1630,6,U,1,1,1,E08000035,5381518,1,9,5381518,1,1,3,2,36
5381586,428867,433730,2,08/03/2018,1800,3,A65,1,4,1,E08000035,5381586,1,9,5381586,1,1,3,2,19
5381587,440362,434712,2,08/03/2018,1810,6,U,2,6,1,E08000035,5381587,2,9,5381587,2,1,3,2,51
5381894,429073,431236,2,08/03/2018,2039,6,U,1,4,1,E08000035,5381894,1,9,5381894,1,1,3,1,47
5381894,429073,431236,2,08/03/2018,2039,6,U,1,4,1,E08000035,5381894,2,9,5381894,2,1,3,2,68
5381894,429073,431236,2,08/03/2018,2039,6,U,1,4,1,E08000035,5381894,2,9,5381894,2,2,3,1,71
5381927,430901,430366,2,08/03/2018,2051,6,U,1,4,1,E08000035,5381927,1,5,5381927,1,1,2,1,37
5381927,430901,430366,2,08/03/2018,2051,6,U,1,4,1,E08000035,5381927,1,5,5381927,1,2,2,1,12
5390904,426899,439316,2,09/03/2018,1345,3,A660,2,1,1,E08000035,5390904,1,9,5390904,1,1,3,2,38
5390904,426899,439316,2,09/03/2018,1345,3,A660,2,1,1,E08000035,5390904,1,9,5390904,1,2,3,2,1
5390904,426899,439316,2,09/03/2018,1345,3,A660,2,1,1,E08000035,5390904,1,9,5390904,1,2,3,2,4
5391525,429241,433846,2,09/03/2018,1810,6,U,1,4,1,E08000035,5391525,2,1,5391525,2,1,3,1,42
5391982,435719,435741,1,09/03/2018,2140,6,U,1,4,1,E08000035,5391982,1,9,5391982,1,3,3,1,29
53A0189,428111,426283,2,10/03/2018,0215,3,A650,2,4,1,E08000035,53A0189,1,8,53A0189,1,2,2,2,16
53A0189,428111,426283,2,10/03/2018,0215,3,A650,2,4,1,E08000035,53A0189,1,8,53A0189,1,2,2,2,16
53A0329,432283,426133,2,10/03/2018,0522,1,M1,2,4,2,E08000035,53A0329,1,9,53A0329,1,1,2,1,36
53A0824,430676,434874,2,08/03/2018,2300,3,A61,1,4,1,E08000035,53A0824,2,9,53A0824,2,1,3,1,27
53A0824,430676,434874,2,08/03/2018,2300,3,A61,1,4,1,E08000035,53A0824,2,9,53A0824,2,2,3,1,25
53A0824,430676,434874,2,08/03/2018,2300,3,A61,1,4,1,E08000035,53A0824,2,9,53A0824,2,2,3,1,25
53A1091,431888,435580,2,10/03/2018,1419,6,U,2,1,1,E08000035,53A1091,1,9,53A1091,1,2,3,2,13
53A1754,431008,428122,2,10/03/2018,1840,6,U,2,1,1,E08000035,53A1754,1,9,53A1754,1,1,3,1,39
53A1820,423848,434262,3,10/03/2018,2014,6,U,2,4,1,E08000035,53A1820,1,9,53A1820,1,1,3,1,77
53A1820,423848,434262,3,10/03/2018,2014,6,U,2,4,1,E08000035,53A1820,2,9,53A1820,2,1,3,1,44
53A1950,429188,431915,2,10/03/2018,2137,6,U,2,4,1,E08000035,53A1950,2,9,53A1950,2,1,3,1,22
53B0398,427009,440183,1,11/03/2018,0640,6,U,2,1,8,E08000035,53B0398,1,8,53B0398,1,1,3,1,48
53B0830,432434,434839,2,11/03/2018,1250,6,U,2,1,1,E08000035,53B0830,1,9,53B0830,1,1,3,1,32
53B0830,432434,434839,2,11/03/2018,1250,6,U,2,1,1,E08000035,53B0830,2,9,53B0830,2,1,3,1,48
53B0857,430766,438803,1,11/03/2018,1304,6,U,1,1,1,E08000035,53B0857,1,9,53B0857,1,3,3,2,11
53B0872,432091,435867,2,11/03/2018,1310,3,A58,1,1,1,E08000035,53B0872,1,9,53B0872,1,1,3,1,43
53B0872,432091,435867,2,11/03/2018,1310,3,A58,1,1,1,E08000035,53B0872,2,9,53B0872,2,1,3,1,54
53C0145,426717,429878,1,12/03/2018,0340,1,M621,2,4,2,E08000035,53C0145,1,9,53C0145,1,1,2,1,24
53C0145,426717,429878,1,12/03/2018,0340,1,M621,2,4,2,E08000035,53C0145,1,9,53C0145,1,2,2,1,27
53C0352,425400,427054,1,12/03/2018,0850,3,A650,2,1,2,E08000035,53C0352,1,9,53C0352,1,3,3,2,82
53C1358,425123,437948,2,12/03/2018,0714,6,U,1,1,1,E08000035,53C1358,2,1,53C1358,2,1,3,1,24
53D0336,429234,431911,2,13/03/2018,0830,1,M621,1,1,1,E08000035,53D0336,2,9,53D0336,2,1,3,2,32
53D0967,431667,434674,1,13/03/2018,1115,6,U,1,1,1,E08000035,53D0967,1,8,53D0967,1,3,3,2,71
53E0338,430046,431273,1,14/03/2018,0909,6,U,1,1,1,E08000035,53E0338,1,9,53E0338,1,3,3,2,55
53E0342,425956,428276,1,14/03/2018,0910,4,B6126,1,1,1,E08000035,53E0342,1,9,53E0342,1,3,3,1,13
53E0991,436496,431059,2,14/03/2018,1503,1,M1,1,1,1,E08000035,53E0991,2,21,53E0991,2,1,3,1,62
53E0991,436496,431059,2,14/03/2018,1503,1,M1,1,1,1,E08000035,53E0991,2,21,53E0991,2,2,3,1,49
53E0991,436496,431059,2,14/03/2018,1503,1,M1,1,1,1,E08000035,53E0991,2,21,53E0991,2,2,3,1,48
53E1833,428803,434022,2,15/03/2018,2136,6,U,1,4,1,E08000035,53E1833,2,1,53E1833,2,1,2,1,48
53F0198,429040,435636,3,15/03/2018,0417,6,U,1,4,1,E08000035,53F0198,3,9,53F0198,3,2,3,1,34
53F0198,429040,435636,3,15/03/2018,0417,6,U,1,4,1,E08000035,53F0198,3,9,53F0198,3,1,3,1,38
53F0309,427525,438702,1,15/03/2018,0730,6,U,2,1,2,E08000035,53F0309,1,9,53F0309,1,2,3,2,52
53F0309,427525,438702,1,15/03/2018,0730,6,U,2,1,2,E08000035,53F0309,1,9,53F0309,1,3,3,1,14
53F0315,422565,437956,2,15/03/2018,0800,3,A65,4,1,2,E08000035,53F0315,1,5,53F0315,1,1,3,1,27
53F0468,440592,448188,1,15/03/2018,0930,6,U,1,1,1,E08000035,53F0468,1,9,53F0468,1,3,3,1,26
53F0696,433569,434932,1,14/03/2018,1600,6,U,1,1,1,E08000035,53F0696,1,9,53F0696,1,2,3,2,2
53F0966,420501,434298,2,15/03/2018,1430,6,U,2,1,1,E08000035,53F0966,1,9,53F0966,1,1,3,1,64
53F0966,420501,434298,2,15/03/2018,1430,6,U,2,1,1,E08000035,53F0966,1,9,53F0966,1,2,3,2,62
53G0410,428585,435670,2,16/03/2018,0920,6,U,2,1,5,E08000035,53G0410,2,1,53G0410,2,1,3,1,18
53G0972,428430,435004,2,16/03/2018,1415,6,U,2,1,1,E08000035,53G0972,2,1,53G0972,2,1,3,1,23
53G1210,431759,435427,1,16/03/2018,1619,6,U,1,1,1,E08000035,53G1210,1,9,53G1210,1,3,3,1,12
53G1829,436470,434065,1,16/03/2018,2150,3,A6120,2,4,3,E08000035,53G1829,1,9,53G1829,1,3,3,1,74
53H0428,428962,435475,1,17/03/2018,0428,6,U,2,4,2,E08000035,53H0428,1,9,53H0428,1,3,1,2,20
53I0076,438557,433791,1,18/03/2018,0015,1,M1,3,6,6,E08000035,53I0076,1,9,53I0076,1,2,3,2,23
53I1214,437013,434743,2,18/03/2018,1542,6,U,2,1,1,E08000035,53I1214,1,19,53I1214,1,1,3,1,20
53J0217,428380,434057,2,19/03/2018,0723,3,A65,1,1,1,E08000035,53J0217,2,1,53J0217,2,1,3,1,53
53J0483,425110,445012,2,19/03/2018,1015,6,U,1,1,1,E08000035,53J0483,2,1,53J0483,2,1,2,1,28
53K0029,430565,431181,1,20/03/2018,0046,3,A61,1,4,1,E08000035,53K0029,1,9,53K0029,1,2,3,1,24
53K0245,435802,425825,2,20/03/2018,0833,3,A642,1,1,1,E08000035,53K0245,1,9,53K0245,1,2,3,1,48
53K0425,426942,431790,2,20/03/2018,0750,6,U,1,1,1,E08000035,53K0425,2,1,53K0425,2,1,3,2,32
53K1029,426269,442381,2,20/03/2018,1455,3,A660,1,1,1,E08000035,53K1029,2,9,53K1029,2,1,2,1,28
53K1029,426269,442381,2,20/03/2018,1455,3,A660,1,1,1,E08000035,53K1029,2,9,53K1029,2,2,3,2,27
53K1077,426324,438444,2,20/03/2018,1330,6,U,1,1,1,E08000035,53K1077,2,1,53K1077,2,1,3,1,35
53K1098,427808,435402,2,20/03/2018,1515,6,U,1,1,1,E08000035,53K1098,2,1,53K1098,2,1,3,2,27
53K1254,430073,433866,2,20/03/2018,0900,6,U,1,1,1,E08000035,53K1254,2,1,53K1254,2,1,3,1,40
53K1272,428655,430790,1,20/03/2018,1600,6,U,1,1,1,E08000035,53K1272,1,9,53K1272,1,3,3,1,46
